"Date","Price","Open","High","Low","Vol.","Change %"
"24-04-2002","1,210.26","1,210.26","1,210.26","1,210.26","","0.42%"
"23-04-2002","1,205.25","1,205.25","1,205.25","1,205.25","","0.17%"
"22-04-2002","1,203.23","1,203.23","1,203.23","1,203.23","","0.35%"
"19-04-2002","1,199.03","1,199.03","1,199.03","1,199.03","","-2.54%"
"18-04-2002","1,230.31","1,230.31","1,230.31","1,230.31","","0.35%"
"17-04-2002","1,226.06","1,226.06","1,226.06","1,226.06","","0.57%"
"16-04-2002","1,219.14","1,219.14","1,219.14","1,219.14","","-1.36%"
"15-04-2002","1,235.92","1,235.92","1,235.92","1,235.92","","-1.08%"
"12-04-2002","1,249.38","1,249.38","1,249.38","1,249.38","","0.25%"
"11-04-2002","1,246.22","1,246.22","1,246.22","1,246.22","","0.45%"
"10-04-2002","1,240.66","1,240.66","1,240.66","1,240.66","","1.05%"
"09-04-2002","1,227.80","1,227.80","1,227.80","1,227.80","","-0.75%"
"08-04-2002","1,237.12","1,237.12","1,237.12","1,237.12","","-0.44%"
"05-04-2002","1,242.64","1,242.64","1,242.64","1,242.64","","-0.34%"
"04-04-2002","1,246.94","1,246.94","1,246.94","1,246.94","","2.01%"
"03-04-2002","1,222.43","1,222.43","1,222.43","1,222.43","","-1.18%"
"02-04-2002","1,237.07","1,237.07","1,237.07","1,237.07","","-0.17%"
"01-04-2002","1,239.18","1,239.18","1,239.18","1,239.18","","0.83%"
"28-03-2002","1,228.95","1,228.95","1,228.95","1,228.95","","0.55%"
"27-03-2002","1,222.20","1,222.20","1,222.20","1,222.20","","0.03%"
"26-03-2002","1,221.88","1,221.88","1,221.88","1,221.88","","-1.35%"
"22-03-2002","1,238.63","1,238.63","1,238.63","1,238.63","","-0.50%"
"21-03-2002","1,244.89","1,244.89","1,244.89","1,244.89","","-0.99%"
"20-03-2002","1,257.29","1,257.29","1,257.29","1,257.29","","0.30%"
"19-03-2002","1,253.54","1,253.54","1,253.54","1,253.54","","-1.47%"
"18-03-2002","1,272.20","1,272.20","1,272.20","1,272.20","","-0.04%"
"15-03-2002","1,272.69","1,272.69","1,272.69","1,272.69","","0.89%"
"14-03-2002","1,261.48","1,261.48","1,261.48","1,261.48","","0.21%"
"13-03-2002","1,258.87","1,258.87","1,258.87","1,258.87","","0.57%"
"12-03-2002","1,251.69","1,251.69","1,251.69","1,251.69","","-1.49%"
"11-03-2002","1,270.62","1,270.62","1,270.62","1,270.62","","-1.67%"
"08-03-2002","1,292.16","1,292.16","1,292.16","1,292.16","","-0.45%"
"07-03-2002","1,298.04","1,298.04","1,298.04","1,298.04","","1.74%"
"06-03-2002","1,275.79","1,275.79","1,275.79","1,275.79","","-0.50%"
"05-03-2002","1,282.21","1,282.21","1,282.21","1,282.21","","0.10%"
"04-03-2002","1,280.96","1,280.96","1,280.96","1,280.96","","-0.05%"
"01-03-2002","1,281.66","1,281.66","1,281.66","1,281.66","","3.15%"
"28-02-2002","1,242.55","1,242.55","1,242.55","1,242.55","","-3.96%"
"27-02-2002","1,293.85","1,293.85","1,293.85","1,293.85","","-0.02%"
"26-02-2002","1,294.07","1,294.07","1,294.07","1,294.07","","2.06%"
"25-02-2002","1,268.01","1,268.01","1,268.01","1,268.01","","0.18%"
"22-02-2002","1,265.75","1,265.75","1,265.75","1,265.75","","1.19%"
"21-02-2002","1,250.90","1,250.90","1,250.90","1,250.90","","0.34%"
"20-02-2002","1,246.65","1,246.65","1,246.65","1,246.65","","-1.12%"
"19-02-2002","1,260.74","1,260.74","1,260.74","1,260.74","","-1.19%"
"18-02-2002","1,275.92","1,275.92","1,275.92","1,275.92","","1.11%"
"15-02-2002","1,261.88","1,261.88","1,261.88","1,261.88","","0.87%"
"14-02-2002","1,250.95","1,250.95","1,250.95","1,250.95","","1.31%"
"13-02-2002","1,234.74","1,234.74","1,234.74","1,234.74","","0.50%"
"12-02-2002","1,228.65","1,228.65","1,228.65","1,228.65","","-0.18%"
"11-02-2002","1,230.88","1,230.88","1,230.88","1,230.88","","0.69%"
"08-02-2002","1,222.39","1,222.39","1,222.39","1,222.39","","1.20%"
"07-02-2002","1,207.93","1,207.93","1,207.93","1,207.93","","-0.24%"
"06-02-2002","1,210.81","1,210.81","1,210.81","1,210.81","","3.74%"
"05-02-2002","1,167.15","1,167.15","1,167.15","1,167.15","","-0.25%"
"04-02-2002","1,170.03","1,170.03","1,170.03","1,170.03","","-0.44%"
"01-02-2002","1,175.19","1,175.19","1,175.19","1,175.19","","0.61%"
"31-01-2002","1,168.10","1,168.10","1,168.10","1,168.10","","0.74%"
"30-01-2002","1,159.47","1,159.47","1,159.47","1,159.47","","-0.39%"
"29-01-2002","1,164.03","1,164.03","1,164.03","1,164.03","","0.03%"
"28-01-2002","1,163.70","1,163.70","1,163.70","1,163.70","","-0.81%"
"25-01-2002","1,173.21","1,173.21","1,173.21","1,173.21","","-0.48%"
"24-01-2002","1,178.86","1,178.86","1,178.86","1,178.86","","-0.38%"
"23-01-2002","1,183.31","1,183.31","1,183.31","1,183.31","","-0.32%"
"22-01-2002","1,187.06","1,187.06","1,187.06","1,187.06","","0.14%"
"21-01-2002","1,185.43","1,185.43","1,185.43","1,185.43","","-0.16%"
"18-01-2002","1,187.38","1,187.38","1,187.38","1,187.38","","-1.45%"
"17-01-2002","1,204.82","1,204.82","1,204.82","1,204.82","","1.73%"
"16-01-2002","1,184.29","1,184.29","1,184.29","1,184.29","","-0.35%"
"15-01-2002","1,188.47","1,188.47","1,188.47","1,188.47","","-1.41%"
"14-01-2002","1,205.47","1,205.47","1,205.47","1,205.47","","1.95%"
"11-01-2002","1,182.39","1,182.39","1,182.39","1,182.39","","-0.88%"
"10-01-2002","1,192.87","1,192.87","1,192.87","1,192.87","","-0.41%"
"09-01-2002","1,197.80","1,197.80","1,197.80","1,197.80","","-0.64%"
"08-01-2002","1,205.51","1,205.51","1,205.51","1,205.51","","0.89%"
"07-01-2002","1,194.92","1,194.92","1,194.92","1,194.92","","0.36%"
"04-01-2002","1,190.63","1,190.63","1,190.63","1,190.63","","2.23%"
"03-01-2002","1,164.62","1,164.62","1,164.62","1,164.62","","1.08%"
"02-01-2002","1,152.13","1,152.13","1,152.13","1,152.13","","0.52%"
"01-01-2002","1,146.21","1,146.21","1,146.21","1,146.21","","-0.35%"
"31-12-2001","1,150.28","1,150.28","1,150.28","1,150.28","","2.44%"
"28-12-2001","1,122.86","1,122.86","1,122.86","1,122.86","","1.35%"
"27-12-2001","1,107.87","1,107.87","1,107.87","1,107.87","","-1.38%"
"26-12-2001","1,123.35","1,123.35","1,123.35","1,123.35","","-1.36%"
"24-12-2001","1,138.82","1,138.82","1,138.82","1,138.82","","-0.22%"
"21-12-2001","1,141.38","1,141.38","1,141.38","1,141.38","","-1.05%"
"20-12-2001","1,153.49","1,153.49","1,153.49","1,153.49","","0.12%"
"19-12-2001","1,152.13","1,152.13","1,152.13","1,152.13","","-1.99%"
"18-12-2001","1,175.53","1,175.53","1,175.53","1,175.53","","-0.51%"
"14-12-2001","1,181.56","1,181.56","1,181.56","1,181.56","","-0.99%"
"13-12-2001","1,193.40","1,193.40","1,193.40","1,193.40","","-0.80%"
"12-12-2001","1,203.07","1,203.07","1,203.07","1,203.07","","-0.23%"
"11-12-2001","1,205.84","1,205.84","1,205.84","1,205.84","","-0.45%"
"10-12-2001","1,211.32","1,211.32","1,211.32","1,211.32","","0.26%"
"07-12-2001","1,208.12","1,208.12","1,208.12","1,208.12","","0.17%"
"06-12-2001","1,206.11","1,206.11","1,206.11","1,206.11","","0.53%"
"05-12-2001","1,199.70","1,199.70","1,199.70","1,199.70","","2.49%"
"04-12-2001","1,170.54","1,170.54","1,170.54","1,170.54","","1.15%"
"03-12-2001","1,157.18","1,157.18","1,157.18","1,157.18","","-0.16%"
"29-11-2001","1,159.08","1,159.08","1,159.08","1,159.08","","-0.34%"
"28-11-2001","1,163.04","1,163.04","1,163.04","1,163.04","","-0.49%"
"27-11-2001","1,168.75","1,168.75","1,168.75","1,168.75","","-0.42%"
"26-11-2001","1,173.69","1,173.69","1,173.69","1,173.69","","2.04%"
"23-11-2001","1,150.23","1,150.23","1,150.23","1,150.23","","-0.32%"
"22-11-2001","1,153.97","1,153.97","1,153.97","1,153.97","","0.58%"
"21-11-2001","1,147.35","1,147.35","1,147.35","1,147.35","","0.59%"
"20-11-2001","1,140.67","1,140.67","1,140.67","1,140.67","","-1.68%"
"19-11-2001","1,160.17","1,160.17","1,160.17","1,160.17","","3.14%"
"15-11-2001","1,124.90","1,124.90","1,124.90","1,124.90","","1.96%"
"14-11-2001","1,103.29","1,103.29","1,103.29","1,103.29","","1.03%"
"13-11-2001","1,091.99","1,091.99","1,091.99","1,091.99","","-0.54%"
"12-11-2001","1,097.97","1,097.97","1,097.97","1,097.97","","0.70%"
"09-11-2001","1,090.38","1,090.38","1,090.38","1,090.38","","0.64%"
"08-11-2001","1,083.49","1,083.49","1,083.49","1,083.49","","1.03%"
"07-11-2001","1,072.41","1,072.41","1,072.41","1,072.41","","-1.44%"
"06-11-2001","1,088.05","1,088.05","1,088.05","1,088.05","","1.09%"
"05-11-2001","1,076.27","1,076.27","1,076.27","1,076.27","","-0.66%"
"02-11-2001","1,083.38","1,083.38","1,083.38","1,083.38","","0.36%"
"01-11-2001","1,079.47","1,079.47","1,079.47","1,079.47","","2.27%"
"31-10-2001","1,055.47","1,055.47","1,055.47","1,055.47","","0.91%"
"30-10-2001","1,045.91","1,045.91","1,045.91","1,045.91","","-1.46%"
"29-10-2001","1,061.44","1,061.44","1,061.44","1,061.44","","-0.58%"
"25-10-2001","1,067.68","1,067.68","1,067.68","1,067.68","","-0.77%"
"24-10-2001","1,076.00","1,076.00","1,076.00","1,076.00","","-0.20%"
"23-10-2001","1,078.17","1,078.17","1,078.17","1,078.17","","1.72%"
"22-10-2001","1,059.94","1,059.94","1,059.94","1,059.94","","-0.01%"
"19-10-2001","1,060.02","1,060.02","1,060.02","1,060.02","","0.47%"
"18-10-2001","1,055.03","1,055.03","1,055.03","1,055.03","","-1.44%"
"17-10-2001","1,070.44","1,070.44","1,070.44","1,070.44","","1.54%"
"16-10-2001","1,054.16","1,054.16","1,054.16","1,054.16","","0.81%"
"15-10-2001","1,045.64","1,045.64","1,045.64","1,045.64","","0.31%"
"12-10-2001","1,042.38","1,042.38","1,042.38","1,042.38","","0.58%"
"11-10-2001","1,036.41","1,036.41","1,036.41","1,036.41","","1.55%"
"10-10-2001","1,020.62","1,020.62","1,020.62","1,020.62","","3.03%"
"09-10-2001","990.61","990.61","990.61","990.61","","1.19%"
"08-10-2001","978.94","978.94","978.94","978.94","","-1.37%"
"05-10-2001","992.58","992.58","992.58","992.58","","0.32%"
"04-10-2001","989.38","989.38","989.38","989.38","","1.33%"
"03-10-2001","976.36","976.36","976.36","976.36","","-1.15%"
"01-10-2001","987.70","987.70","987.70","987.70","","-0.41%"
"28-09-2001","991.77","991.77","991.77","991.77","","2.68%"
"27-09-2001","965.88","965.88","965.88","965.88","","1.86%"
"26-09-2001","948.20","948.20","948.20","948.20","","1.43%"
"25-09-2001","934.85","934.85","934.85","934.85","","-0.88%"
"24-09-2001","943.15","943.15","943.15","943.15","","1.74%"
"21-09-2001","927.03","927.03","927.03","927.03","","-4.96%"
"20-09-2001","975.44","975.44","975.44","975.44","","-1.47%"
"19-09-2001","989.98","989.98","989.98","989.98","","1.34%"
"18-09-2001","976.87","976.87","976.87","976.87","","3.20%"
"17-09-2001","946.54","946.54","946.54","946.54","","-5.16%"
"14-09-2001","998.03","998.03","998.03","998.03","","-5.35%"
"13-09-2001","1,054.46","1,054.46","1,054.46","1,054.46","","-1.07%"
"12-09-2001","1,065.86","1,065.86","1,065.86","1,065.86","","-4.03%"
"11-09-2001","1,110.56","1,110.56","1,110.56","1,110.56","","-0.97%"
"10-09-2001","1,121.42","1,121.42","1,121.42","1,121.42","","-0.17%"
"07-09-2001","1,123.37","1,123.37","1,123.37","1,123.37","","-0.06%"
"06-09-2001","1,124.04","1,124.04","1,124.04","1,124.04","","-0.76%"
"05-09-2001","1,132.64","1,132.64","1,132.64","1,132.64","","-0.27%"
"04-09-2001","1,135.75","1,135.75","1,135.75","1,135.75","","0.01%"
"03-09-2001","1,135.58","1,135.58","1,135.58","1,135.58","","-0.52%"
"31-08-2001","1,141.48","1,141.48","1,141.48","1,141.48","","-0.98%"
"30-08-2001","1,152.75","1,152.75","1,152.75","1,152.75","","-0.31%"
"29-08-2001","1,156.32","1,156.32","1,156.32","1,156.32","","-0.28%"
"28-08-2001","1,159.51","1,159.51","1,159.51","1,159.51","","-0.18%"
"27-08-2001","1,161.57","1,161.57","1,161.57","1,161.57","","0.32%"
"24-08-2001","1,157.89","1,157.89","1,157.89","1,157.89","","-0.20%"
"23-08-2001","1,160.24","1,160.24","1,160.24","1,160.24","","0.27%"
"21-08-2001","1,157.10","1,157.10","1,157.10","1,157.10","","0.58%"
"20-08-2001","1,150.47","1,150.47","1,150.47","1,150.47","","-0.51%"
"17-08-2001","1,156.31","1,156.31","1,156.31","1,156.31","","-0.90%"
"16-08-2001","1,166.85","1,166.85","1,166.85","1,166.85","","0.32%"
"14-08-2001","1,163.12","1,163.12","1,163.12","1,163.12","","1.18%"
"13-08-2001","1,149.61","1,149.61","1,149.61","1,149.61","","-0.76%"
"10-08-2001","1,158.42","1,158.42","1,158.42","1,158.42","","0.05%"
"09-08-2001","1,157.88","1,157.88","1,157.88","1,157.88","","0.25%"
"08-08-2001","1,155.01","1,155.01","1,155.01","1,155.01","","-0.38%"
"07-08-2001","1,159.45","1,159.45","1,159.45","1,159.45","","-0.28%"
"06-08-2001","1,162.75","1,162.75","1,162.75","1,162.75","","0.09%"
"03-08-2001","1,161.74","1,161.74","1,161.74","1,161.74","","0.81%"
"02-08-2001","1,152.44","1,152.44","1,152.44","1,152.44","","0.28%"
"01-08-2001","1,149.19","1,149.19","1,149.19","1,149.19","","-0.90%"
"31-07-2001","1,159.68","1,159.68","1,159.68","1,159.68","","1.07%"
"30-07-2001","1,147.35","1,147.35","1,147.35","1,147.35","","0.96%"
"27-07-2001","1,136.39","1,136.39","1,136.39","1,136.39","","-0.16%"
"26-07-2001","1,138.23","1,138.23","1,138.23","1,138.23","","-1.01%"
"25-07-2001","1,149.90","1,149.90","1,149.90","1,149.90","","-0.78%"
"24-07-2001","1,158.92","1,158.92","1,158.92","1,158.92","","0.18%"
"23-07-2001","1,156.86","1,156.86","1,156.86","1,156.86","","-0.65%"
"20-07-2001","1,164.48","1,164.48","1,164.48","1,164.48","","-0.74%"
"19-07-2001","1,173.12","1,173.12","1,173.12","1,173.12","","-0.55%"
"18-07-2001","1,179.65","1,179.65","1,179.65","1,179.65","","-1.01%"
"17-07-2001","1,191.70","1,191.70","1,191.70","1,191.70","","-0.22%"
"16-07-2001","1,194.34","1,194.34","1,194.34","1,194.34","","-0.44%"
"13-07-2001","1,199.64","1,199.64","1,199.64","1,199.64","","0.45%"
"12-07-2001","1,194.29","1,194.29","1,194.29","1,194.29","","2.02%"
"11-07-2001","1,170.68","1,170.68","1,170.68","1,170.68","","1.08%"
"10-07-2001","1,158.15","1,158.15","1,158.15","1,158.15","","1.18%"
"09-07-2001","1,144.60","1,144.60","1,144.60","1,144.60","","-0.49%"
"06-07-2001","1,150.26","1,150.26","1,150.26","1,150.26","","-0.35%"
"05-07-2001","1,154.35","1,154.35","1,154.35","1,154.35","","0.17%"
"04-07-2001","1,152.35","1,152.35","1,152.35","1,152.35","","-0.15%"
"03-07-2001","1,154.04","1,154.04","1,154.04","1,154.04","","-2.81%"
"02-07-2001","1,187.42","1,187.42","1,187.42","1,187.42","","-0.53%"
"29-06-2001","1,193.80","1,193.80","1,193.80","1,193.80","","1.27%"
"28-06-2001","1,178.82","1,178.82","1,178.82","1,178.82","","-0.19%"
"27-06-2001","1,181.08","1,181.08","1,181.08","1,181.08","","-0.05%"
"26-06-2001","1,181.62","1,181.62","1,181.62","1,181.62","","2.77%"
"25-06-2001","1,149.73","1,149.73","1,149.73","1,149.73","","-1.90%"
"22-06-2001","1,171.98","1,171.98","1,171.98","1,171.98","","-0.69%"
"21-06-2001","1,180.11","1,180.11","1,180.11","1,180.11","","-0.22%"
"20-06-2001","1,182.70","1,182.70","1,182.70","1,182.70","","0.15%"
"19-06-2001","1,180.98","1,180.98","1,180.98","1,180.98","","1.70%"
"18-06-2001","1,161.22","1,161.22","1,161.22","1,161.22","","-0.87%"
"15-06-2001","1,171.40","1,171.40","1,171.40","1,171.40","","-2.25%"
"14-06-2001","1,198.32","1,198.32","1,198.32","1,198.32","","-1.44%"
"13-06-2001","1,215.82","1,215.82","1,215.82","1,215.82","","0.25%"
"12-06-2001","1,212.73","1,212.73","1,212.73","1,212.73","","-0.35%"
"11-06-2001","1,216.98","1,216.98","1,216.98","1,216.98","","0.40%"
"08-06-2001","1,212.14","1,212.14","1,212.14","1,212.14","","1.28%"
"07-06-2001","1,196.81","1,196.81","1,196.81","1,196.81","","-0.30%"
"06-06-2001","1,200.42","1,200.42","1,200.42","1,200.42","","0.01%"
"05-06-2001","1,200.31","1,200.31","1,200.31","1,200.31","","-1.03%"
"04-06-2001","1,212.79","1,212.79","1,212.79","1,212.79","","-1.82%"
"01-06-2001","1,235.22","1,235.22","1,235.22","1,235.22","","-1.70%"
"31-05-2001","1,256.58","1,256.58","1,256.58","1,256.58","","-0.82%"
"30-05-2001","1,266.96","1,266.96","1,266.96","1,266.96","","-1.68%"
"29-05-2001","1,288.62","1,288.62","1,288.62","1,288.62","","0.44%"
"28-05-2001","1,282.97","1,282.97","1,282.97","1,282.97","","1.56%"
"25-05-2001","1,263.30","1,263.30","1,263.30","1,263.30","","-0.59%"
"24-05-2001","1,270.77","1,270.77","1,270.77","1,270.77","","0.23%"
"23-05-2001","1,267.81","1,267.81","1,267.81","1,267.81","","1.07%"
"22-05-2001","1,254.34","1,254.34","1,254.34","1,254.34","","-0.12%"
"21-05-2001","1,255.79","1,255.79","1,255.79","1,255.79","","-0.29%"
"18-05-2001","1,259.39","1,259.39","1,259.39","1,259.39","","-0.18%"
"17-05-2001","1,261.70","1,261.70","1,261.70","1,261.70","","2.07%"
"16-05-2001","1,236.14","1,236.14","1,236.14","1,236.14","","0.52%"
"15-05-2001","1,229.78","1,229.78","1,229.78","1,229.78","","0.39%"
"14-05-2001","1,224.95","1,224.95","1,224.95","1,224.95","","0.03%"
"11-05-2001","1,224.63","1,224.63","1,224.63","1,224.63","","-0.39%"
"10-05-2001","1,229.40","1,229.40","1,229.40","1,229.40","","-0.37%"
"09-05-2001","1,234.02","1,234.02","1,234.02","1,234.02","","0.05%"
"08-05-2001","1,233.46","1,233.46","1,233.46","1,233.46","","0.86%"
"07-05-2001","1,223.00","1,223.00","1,223.00","1,223.00","","0.81%"
"04-05-2001","1,213.17","1,213.17","1,213.17","1,213.17","","0.71%"
"03-05-2001","1,204.58","1,204.58","1,204.58","1,204.58","","-1.33%"
"02-05-2001","1,220.85","1,220.85","1,220.85","1,220.85","","1.09%"
"30-04-2001","1,207.72","1,207.72","1,207.72","1,207.72","","2.18%"
"27-04-2001","1,182.01","1,182.01","1,182.01","1,182.01","","-3.71%"
"26-04-2001","1,227.57","1,227.57","1,227.57","1,227.57","","-1.00%"
"25-04-2001","1,240.02","1,240.02","1,240.02","1,240.02","","0.80%"
"24-04-2001","1,230.13","1,230.13","1,230.13","1,230.13","","-0.30%"
"23-04-2001","1,233.83","1,233.83","1,233.83","1,233.83","","0.50%"
"20-04-2001","1,227.66","1,227.66","1,227.66","1,227.66","","-0.04%"
"19-04-2001","1,228.14","1,228.14","1,228.14","1,228.14","","3.72%"
"18-04-2001","1,184.09","1,184.09","1,184.09","1,184.09","","3.41%"
"17-04-2001","1,145.03","1,145.03","1,145.03","1,145.03","","2.14%"
"16-04-2001","1,120.99","1,120.99","1,120.99","1,120.99","","1.92%"
"12-04-2001","1,099.85","1,099.85","1,099.85","1,099.85","","-3.93%"
"11-04-2001","1,144.81","1,144.81","1,144.81","1,144.81","","-3.29%"
"10-04-2001","1,183.71","1,183.71","1,183.71","1,183.71","","-2.24%"
"09-04-2001","1,210.86","1,210.86","1,210.86","1,210.86","","-0.99%"
"06-04-2001","1,222.94","1,222.94","1,222.94","1,222.94","","0.26%"
"04-04-2001","1,219.77","1,219.77","1,219.77","1,219.77","","-0.96%"
"03-04-2001","1,231.62","1,231.62","1,231.62","1,231.62","","0.98%"
"02-04-2001","1,219.67","1,219.67","1,219.67","1,219.67","","-0.88%"
"30-03-2001","1,230.49","1,230.49","1,230.49","1,230.49","","-3.93%"
"29-03-2001","1,280.76","1,280.76","1,280.76","1,280.76","","-0.92%"
"28-03-2001","1,292.65","1,292.65","1,292.65","1,292.65","","2.42%"
"27-03-2001","1,262.16","1,262.16","1,262.16","1,262.16","","1.40%"
"26-03-2001","1,244.75","1,244.75","1,244.75","1,244.75","","0.02%"
"23-03-2001","1,244.53","1,244.53","1,244.53","1,244.53","","-2.21%"
"22-03-2001","1,272.66","1,272.66","1,272.66","1,272.66","","-1.62%"
"21-03-2001","1,293.62","1,293.62","1,293.62","1,293.62","","3.09%"
"20-03-2001","1,254.87","1,254.87","1,254.87","1,254.87","","-1.33%"
"19-03-2001","1,271.75","1,271.75","1,271.75","1,271.75","","-0.57%"
"16-03-2001","1,279.09","1,279.09","1,279.09","1,279.09","","-1.94%"
"15-03-2001","1,304.39","1,304.39","1,304.39","1,304.39","","1.92%"
"14-03-2001","1,279.79","1,279.79","1,279.79","1,279.79","","6.18%"
"13-03-2001","1,205.31","1,205.31","1,205.31","1,205.31","","-6.11%"
"12-03-2001","1,283.81","1,283.81","1,283.81","1,283.81","","-4.53%"
"09-03-2001","1,344.68","1,344.68","1,344.68","1,344.68","","-2.95%"
"08-03-2001","1,385.51","1,385.51","1,385.51","1,385.51","","0.18%"
"07-03-2001","1,382.99","1,382.99","1,382.99","1,382.99","","1.50%"
"05-03-2001","1,362.58","1,362.58","1,362.58","1,362.58","","-2.67%"
"02-03-2001","1,399.98","1,399.98","1,399.98","1,399.98","","-3.81%"
"01-03-2001","1,455.38","1,455.38","1,455.38","1,455.38","","0.49%"
"28-02-2001","1,448.26","1,448.26","1,448.26","1,448.26","","4.31%"
"27-02-2001","1,388.41","1,388.41","1,388.41","1,388.41","","-1.28%"
"26-02-2001","1,406.46","1,406.46","1,406.46","1,406.46","","-0.61%"
"23-02-2001","1,415.09","1,415.09","1,415.09","1,415.09","","-2.56%"
"22-02-2001","1,452.22","1,452.22","1,452.22","1,452.22","","-1.10%"
"21-02-2001","1,468.30","1,468.30","1,468.30","1,468.30","","-0.99%"
"20-02-2001","1,483.03","1,483.03","1,483.03","1,483.03","","-0.07%"
"19-02-2001","1,484.05","1,484.05","1,484.05","1,484.05","","0.25%"
"16-02-2001","1,480.35","1,480.35","1,480.35","1,480.35","","-2.50%"
"15-02-2001","1,518.24","1,518.24","1,518.24","1,518.24","","1.68%"
"14-02-2001","1,493.21","1,493.21","1,493.21","1,493.21","","0.15%"
"13-02-2001","1,490.91","1,490.91","1,490.91","1,490.91","","-0.78%"
"12-02-2001","1,502.70","1,502.70","1,502.70","1,502.70","","-0.25%"
"09-02-2001","1,506.45","1,506.45","1,506.45","1,506.45","","0.73%"
"08-02-2001","1,495.52","1,495.52","1,495.52","1,495.52","","1.80%"
"07-02-2001","1,469.05","1,469.05","1,469.05","1,469.05","","-1.18%"
"06-02-2001","1,486.52","1,486.52","1,486.52","1,486.52","","0.33%"
"05-02-2001","1,481.69","1,481.69","1,481.69","1,481.69","","0.27%"
"02-02-2001","1,477.68","1,477.68","1,477.68","1,477.68","","1.45%"
"01-02-2001","1,456.56","1,456.56","1,456.56","1,456.56","","-0.91%"
