,0
fifth,0.17665660745880313
fifteen,0.17660972916642997
twenty_fifth,0.17634508424354675
rsi_35,0.17461803760872402
rsi_40,0.17460925674628533
rsi_45,0.1748381364926997
macd,0.17752283928195753
best,0.1946537590336958
