,0
fifth,0.17635183429653306
fifteen,0.17611280089349146
twenty_fifth,0.1756266723302585
rsi_35,0.17278396066890628
rsi_40,0.17277607641263396
rsi_45,0.17305292931025643
macd,0.17772848796248428
best,0.2066503194105478
