,0
fifth,0.13884475142280395
fifteen,0.13881063374464297
twenty_fifth,0.13884695680616826
rsi_35,0.1380559132872353
rsi_40,0.13802335805176302
rsi_45,0.1381946725004203
macd,0.13929568131914194
best,0.14769112934217588
