,0
fifth,0.17329362691450964
fifteen,0.17189766900107548
twenty_fifth,0.16861424467046812
rsi_35,0.15966424273116295
rsi_40,0.16032918492469894
rsi_45,0.16157531848412407
macd,0.1762906427878748
best,0.2647702340143825
