,0
fifth,0.14166366653540718
fifteen,0.1418465839455272
twenty_fifth,0.14164977779774948
rsi_35,0.14105756550841733
rsi_40,0.1409830644680691
rsi_45,0.140993512721068
macd,0.1422086847948528
best,0.14715441709713947
